Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
33,Male,United States,TN,No,Yes,Often,6to26,Yes,Yes,No,Yes,No,No,NA,Very difficult,Yes,No,Some of them,Yes,No,Maybe,No,No,1
46,Male,United States,IL,No,No,Rarely,MoreThan1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Yes,No,1
34,Male,United Kingdom,NA,No,No,NA,6to26,Yes,Yes,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,Yes,No,Yes,0
35,Male,United States,DC,No,Yes,Sometimes,6to26,No,Yes,Yes,Yes,No,No,NA,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
39,Male,United States,KS,No,No,NA,1to5,Yes,Yes,No,Yes,No,No,NA,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No,0
32,Male,Germany,NA,Yes,No,Sometimes,1to5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,No,No,0
43,Male,Mexico,NA,Yes,No,NA,MoreThan1000,Yes,Yes,NA,No,No,NA,NA,NA,No,No,Some of them,Yes,No,Maybe,NA,No,0
56,Male,United States,CA,No,No,Rarely,MoreThan1000,Yes,Yes,Yes,Yes,NA,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No,1
32,Female,United Kingdom,NA,No,Yes,Sometimes,100to500,No,Yes,NA,No,No,No,NA,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Yes,NA,Yes,1
41,Male,United Kingdom,NA,No,No,NA,26to100,No,No,Yes,Yes,Yes,Yes,Yes,NA,Maybe,Maybe,Some of them,Some of them,No,Yes,No,Yes,0
39,Male,United States,TN,No,No,NA,MoreThan1000,Yes,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Some of them,Yes,No,No,NA,No,0
37,Male,United States,OK,No,Yes,NA,500to1000,No,No,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No,No,No,0
30,Male,United States,CA,Yes,Yes,Sometimes,6to26,Yes,Yes,NA,Not sure,No,NA,NA,Very difficult,Yes,No,No,No,No,Maybe,NA,No,1
31,Male,United States,TN,No,No,NA,26to100,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,0
29,Male,United States,TX,No,No,NA,MoreThan1000,No,No,NA,Not sure,No,NA,NA,NA,Maybe,No,No,Some of them,No,Maybe,NA,No,0
23,Female,United Kingdom,NA,No,Yes,Never,MoreThan1000,No,No,No,No,No,Yes,NA,Somewhat easy,Yes,Maybe,No,No,No,Maybe,NA,No,0
31,Male,United States,CO,No,No,Never,26to100,No,Yes,Yes,Yes,No,NA,Yes,Very easy,Maybe,No,No,No,No,No,NA,No,1
29,Male,United States,TN,No,Yes,Sometimes,26to100,No,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,No,Some of them,Some of them,No,No,Yes,No,1
30,Male,United States,GA,No,No,Never,26to100,Yes,Yes,Yes,Yes,NA,NA,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
37,Male,United States,TN,No,No,Never,500to1000,Yes,Yes,Yes,No,Yes,NA,NA,NA,Maybe,No,Some of them,Yes,No,No,Yes,Yes,0
36,Male,United States,VA,Yes,No,Never,1to5,No,Yes,Yes,No,No,NA,NA,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No,0
35,Male,United States,TN,No,Yes,Sometimes,26to100,Yes,Yes,Yes,Yes,No,NA,NA,NA,Maybe,Maybe,Some of them,No,No,Maybe,No,No,1
41,Male,United States,DC,No,Yes,Never,500to1000,Yes,No,NA,No,No,No,NA,NA,Maybe,No,No,No,No,No,NA,No,0
31,Male,United Kingdom,NA,No,No,Rarely,6to26,No,Yes,NA,Not sure,No,No,NA,NA,No,No,Some of them,Yes,No,No,NA,No,1
38,Male,United Kingdom,NA,No,Yes,NA,500to1000,No,No,Yes,Yes,Yes,Yes,NA,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,0
26,Male,India,NA,Yes,No,NA,100to500,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,0
39,Male,United States,TN,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,No,Yes,Yes,NA,NA,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,NA,Yes,0
42,Male,United States,VA,Yes,Yes,Sometimes,6to26,Yes,No,Yes,Not sure,NA,Yes,NA,NA,Maybe,Maybe,Some of them,No,No,Maybe,NA,No,0
32,Male,United States,TN,Yes,Yes,Rarely,1to5,Yes,Yes,No,Yes,No,No,NA,Very difficult,Yes,No,Some of them,No,No,Maybe,NA,No,1
29,Male,United States,TN,No,Yes,NA,100to500,No,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Some of them,Yes,No,No,NA,No,0
30,Male,United States,TN,No,Yes,Never,100to500,No,Yes,Yes,No,NA,Yes,NA,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No,0
40,Male,United States,TN,No,Yes,Often,500to1000,Yes,Yes,NA,Not sure,No,NA,NA,NA,Maybe,Maybe,Some of them,Some of them,No,Yes,NA,No,1
51,Male,United States,TN,No,No,NA,100to500,No,No,NA,Not sure,No,NA,NA,Somewhat difficult,No,No,Some of them,Yes,No,No,NA,No,0
33,Male,United States,IN,No,No,Never,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,0
34,Male,Germany,NA,Yes,No,Sometimes,1to5,Yes,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
50,Male,United States,VA,Yes,No,Never,1to5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,0
24,Male,United States,TX,No,No,Sometimes,26to100,Yes,Yes,NA,No,No,NA,NA,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,0
25,Male,United States,TX,No,Yes,Rarely,26to100,No,No,No,No,No,No,NA,NA,Yes,Maybe,No,No,No,Maybe,No,No,1
43,Male,United Kingdom,NA,No,Yes,Rarely,26to100,No,Yes,No,No,No,No,NA,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes,1
25,Female,United States,CA,Yes,No,Often,1to5,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes,1
24,Male,United Kingdom,NA,Yes,No,NA,1to5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No,0
51,Male,United States,CO,Yes,No,Never,1to5,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,NA,No,0
49,Male,United States,OR,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,1
30,Male,United States,OK,No,No,NA,MoreThan1000,Yes,Yes,Yes,No,Yes,Yes,NA,NA,Yes,Maybe,No,No,No,No,NA,No,0
25,Female,United States,OH,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Yes,Yes,No,NA,NA,Yes,Yes,No,No,No,No,No,No,1
36,Male,United States,TN,No,No,Rarely,500to1000,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Maybe,No,No,No,No,Maybe,NA,No,1
48,Male,United States,VA,No,No,Never,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes,1
48,Male,Australia,NA,No,No,Sometimes,6to26,No,Yes,No,No,No,No,NA,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes,1
53,Male,United States,OR,No,No,Rarely,6to26,Yes,Yes,Yes,Yes,No,Yes,NA,NA,Maybe,Maybe,Some of them,No,No,No,NA,No,1
24,Female,United Kingdom,NA,No,Yes,Often,6to26,Yes,Yes,No,No,No,No,NA,Very easy,No,No,Yes,Yes,No,No,NA,No,1
33,Male,United States,OR,No,Yes,Sometimes,26to100,No,Yes,NA,Yes,No,Yes,NA,Somewhat easy,No,No,Yes,Yes,No,No,NA,No,1
25,Female,Canada,NA,No,Yes,Sometimes,6to26,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,NA,No,1
30,Male,United Kingdom,NA,No,No,Sometimes,26to100,No,Yes,No,No,No,No,NA,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,1
30,Male,United States,PA,Yes,No,Never,1to5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,NA,No,0
34,Male,United Kingdom,NA,Yes,No,Sometimes,1to5,Yes,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,1
31,Male,United States,SC,No,No,NA,MoreThan1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,0
22,Female,United States,CA,No,Yes,Often,MoreThan1000,No,Yes,NA,Not sure,No,NA,NA,NA,Yes,Yes,No,No,No,No,NA,No,1
28,Male,United States,TN,No,Yes,Sometimes,6to26,No,Yes,NA,Not sure,No,NA,NA,Somewhat easy,No,No,Some of them,Yes,No,Yes,NA,No,0
35,Male,United States,UT,No,Yes,Rarely,26to100,No,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No,1
28,Male,United States,CA,No,Yes,Sometimes,26to100,No,No,Yes,No,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,1
42,Male,New Zealand,NA,No,No,Sometimes,MoreThan1000,No,No,No,Yes,NA,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Yes,No,Yes,1
33,Male,United States,MO,No,Yes,NA,500to1000,No,Yes,Yes,No,NA,NA,NA,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,0
29,Male,United States,CA,No,No,Sometimes,MoreThan1000,No,Yes,Yes,No,Yes,No,NA,NA,Yes,Maybe,No,No,No,No,NA,No,0
43,Male,United States,NA,No,Yes,Sometimes,500to1000,No,No,Yes,Not sure,No,NA,NA,NA,Maybe,No,No,Some of them,No,Maybe,No,No,0
29,Male,United States,NY,No,No,NA,26to100,No,Yes,Yes,Yes,Yes,Yes,NA,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,0
25,Male,United States,TX,No,No,NA,100to500,Yes,Yes,Yes,No,No,No,Yes,NA,No,No,Yes,Yes,Maybe,Maybe,NA,No,0
31,Male,United States,MO,No,Yes,Never,100to500,No,Yes,NA,No,NA,NA,NA,Very easy,No,No,Some of them,Yes,No,No,NA,No,0
35,Female,United States,GA,No,Yes,Sometimes,6to26,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,1
34,Male,United States,TX,No,No,Often,1to5,No,Yes,NA,No,No,Yes,NA,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,0
43,None,United States,WA,No,No,Sometimes,100to500,Yes,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,1
38,Male,United States,WA,No,Yes,Sometimes,100to500,No,Yes,No,Not sure,No,No,NA,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,1
26,Male,United States,WA,No,Yes,Sometimes,MoreThan1000,No,Yes,NA,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes,1
38,Male,United Kingdom,NA,Yes,Yes,Rarely,1to5,Yes,No,No,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No,1
42,Male,United States,TX,No,No,Often,6to26,No,Yes,NA,No,No,NA,NA,NA,Yes,Maybe,No,No,No,Maybe,NA,No,1
33,Male,Netherlands,NA,No,Yes,NA,6to26,No,Yes,NA,No,No,NA,NA,NA,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,1
32,Male,United States,WA,No,No,Rarely,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,NA,No,1
44,Male,United States,WA,No,Yes,Sometimes,6to26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,1
28,Male,United States,WA,No,Yes,Rarely,MoreThan1000,No,Yes,Yes,Yes,NA,NA,NA,NA,Maybe,No,Some of them,No,No,No,No,No,1
40,Male,United States,WA,No,Yes,Sometimes,MoreThan1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,NA,Yes,1
31,Female,United States,AZ,No,Yes,Sometimes,500to1000,No,Yes,Yes,Yes,No,NA,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,1
32,Male,United States,WA,No,Yes,Sometimes,100to500,No,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,No,Some of them,No,No,No,NA,No,0
28,Male,United States,WA,No,Yes,Sometimes,MoreThan1000,No,Yes,NA,No,NA,NA,NA,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,1
39,Male,United States,AZ,No,Yes,Often,26to100,No,Yes,Yes,Yes,No,No,Yes,NA,Yes,No,Some of them,No,No,No,No,No,1
45,Male,United States,NY,No,No,NA,MoreThan1000,No,No,Yes,Yes,Yes,Yes,NA,NA,No,No,Some of them,Some of them,No,No,Yes,No,0
43,Male,United States,WA,No,No,Rarely,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,NA,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,1
35,Male,United States,CA,No,No,Sometimes,MoreThan1000,No,Yes,Yes,Yes,NA,Yes,NA,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,1
40,Male,United States,WA,No,Yes,Sometimes,6to26,No,Yes,Yes,Yes,NA,NA,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,NA,No,1
34,Male,Netherlands,NA,No,No,Rarely,26to100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
24,Male,United Kingdom,NA,No,Yes,Often,26to100,No,No,NA,Yes,No,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,1
61,Male,South Africa,NA,Yes,No,Sometimes,1to5,Yes,Yes,No,No,No,No,NA,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,1
36,Female ,United States,WA,No,Yes,Rarely,6to26,No,Yes,NA,No,No,NA,NA,NA,Yes,Maybe,Some of them,No,No,No,NA,No,1
38,Male,United States,TN,No,No,NA,6to26,No,Yes,No,No,No,No,Yes,NA,Maybe,No,Some of them,Yes,Maybe,Maybe,NA,No,0
33,Male,Germany,NA,No,Yes,Often,26to100,No,Yes,NA,Not sure,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,1
30,Male,United States,WA,No,Yes,Never,MoreThan1000,No,No,NA,No,No,NA,NA,NA,Yes,Maybe,No,No,No,No,No,No,0
34,Male,Netherlands,NA,Yes,Yes,Rarely,1to5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No,1
26,Male,United States,CA,No,No,Rarely,MoreThan1000,No,Yes,Yes,Not sure,NA,NA,NA,NA,No,No,Some of them,Some of them,No,Maybe,No,No,1
33,Male,United Kingdom,NA,No,No,NA,MoreThan1000,No,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Some of them,Yes,Maybe,Maybe,NA,No,0
32,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,NA,No,No,No,NA,Very easy,No,No,No,Yes,No,Maybe,No,No,0
25,Male,Germany,NA,Yes,No,Sometimes,6to26,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,0
35,Male,Germany,NA,Yes,No,Sometimes,26to100,Yes,No,NA,No,No,No,NA,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,NA,No,1
24,Male,United Kingdom,NA,Yes,Yes,Often,1to5,Yes,Yes,NA,Not sure,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,0
55,Male,United Kingdom,NA,No,No,Often,MoreThan1000,No,No,Yes,Yes,Yes,Yes,NA,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes,1
33,Male,United Kingdom,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,1
26,Female,United Kingdom,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,No,No,No,NA,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,1
25,Male,United Kingdom,NA,No,No,Never,6to26,Yes,Yes,NA,Not sure,NA,NA,NA,Very easy,No,No,Yes,Yes,No,No,NA,No,0
45,Male,United Kingdom,NA,No,Yes,Rarely,100to500,No,No,NA,No,No,No,NA,NA,Maybe,No,Some of them,No,No,Maybe,NA,No,0
33,Female,United Kingdom,NA,Yes,No,Sometimes,1to5,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,NA,No,1
43,Male,United States,MI,No,No,Sometimes,MoreThan1000,Yes,Yes,No,Not sure,No,No,NA,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,0
30,Male,United Kingdom,NA,Yes,No,Sometimes,6to26,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes,1
40,Male,United States,IN,No,Yes,Rarely,6to26,No,Yes,NA,Not sure,No,NA,NA,NA,No,No,Yes,Yes,No,Maybe,NA,No,1
49,Male,United States,GA,No,Yes,Never,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,No,Yes,Yes,No,No,Yes,No,0
29,Male,Germany,NA,No,No,NA,6to26,No,Yes,NA,Not sure,No,No,NA,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,NA,No,0
26,Male,Germany,NA,No,No,NA,500to1000,No,Yes,NA,No,NA,NA,NA,NA,No,No,Some of them,Some of them,Maybe,Maybe,NA,No,0
38,None,United States,WA,No,No,Never,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,0
27,Male,France,NA,No,Yes,NA,500to1000,No,No,Yes,Yes,NA,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,NA,Yes,0
26,Male,Belgium,NA,No,No,Never,6to26,No,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,NA,No,0
28,Male,United Kingdom,NA,No,Yes,Often,26to100,No,Yes,No,No,No,No,NA,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,1
40,Male,United States,ME,No,Yes,Sometimes,1to5,Yes,Yes,No,No,No,No,NA,NA,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,1
37,Female,Canada,NA,Yes,Yes,Rarely,1to5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,NA,Yes,1
34,Female,United Kingdom,NA,No,Yes,Often,26to100,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,NA,No,1
28,Male,United States,NY,No,Yes,Often,100to500,No,Yes,NA,Not sure,No,NA,NA,NA,Maybe,No,Some of them,Some of them,No,Yes,NA,No,1
27,Male,Canada,NA,No,No,Never,26to100,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,0
29,Male,United Kingdom,NA,No,No,Sometimes,6to26,Yes,Yes,No,No,No,No,NA,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,1
39,Female,United Kingdom,NA,No,Yes,Rarely,500to1000,Yes,Yes,NA,Not sure,No,No,NA,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,0
28,Male,United Kingdom,NA,No,No,Often,6to26,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,0
23,Male,United States,PA,No,Yes,Sometimes,26to100,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,NA,No,0
38,Male,United Kingdom,NA,No,No,NA,1to5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,NA,No,0
19,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,Yes,No,No,Yes,NA,Very easy,No,No,Yes,Yes,No,No,Yes,No,0
30,Female,United States,IL,No,Yes,Sometimes,26to100,No,Yes,Yes,Yes,Yes,NA,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,1
28,Male,United Kingdom,NA,Yes,No,NA,1to5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No,0
20,Male,India,NA,No,No,Sometimes,26to100,No,Yes,NA,No,No,No,NA,NA,Yes,No,No,No,No,Maybe,Yes,No,1
35,Male,United Kingdom,NA,Yes,No,Sometimes,1to5,No,Yes,NA,Not sure,No,NA,NA,Somewhat easy,No,No,Some of them,Yes,No,No,NA,No,0
39,Male,United States,MN,No,No,Rarely,100to500,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,NA,No,1
31,Female,United States,TX,No,Yes,Never,MoreThan1000,No,No,Yes,Not sure,No,NA,NA,NA,Yes,Yes,No,No,No,No,NA,No,0
32,Male,United Kingdom,NA,No,No,Rarely,500to1000,No,Yes,No,No,No,No,NA,NA,Yes,No,No,No,No,No,NA,No,0
27,Male,Sweden,NA,No,No,NA,6to26,No,Yes,No,No,No,No,NA,NA,No,No,No,No,No,No,NA,No,0
25,Male,United States,PA,No,Yes,Often,6to26,Yes,Yes,Yes,Yes,No,NA,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,NA,No,1
42,Male,United States,IN,No,Yes,Sometimes,6to26,Yes,Yes,NA,No,No,NA,NA,NA,Maybe,No,Some of them,Yes,No,Maybe,NA,No,1
34,Male,United States,PA,No,Yes,Often,100to500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,NA,No,1
